item_id,order_id,book_id,quantity,unit_price,line_total
I000698,O00275,B0040,3,17000,51000
I000699,O00275,B0023,3,14000,42000
I000700,O00276,B0017,2,17000,34000
I000701,O00276,B0161,1,30000,30000
I000702,O00276,B0001,1,13000,13000
I000703,O00276,B0114,3,36000,108000
I000704,O00277,B0118,1,26000,26000
I000705,O00277,B0074,1,34000,34000
I000706,O00278,B0119,1,36000,36000
I000707,O00278,B0061,1,32000,32000
I000708,O00278,B0177,1,24000,24000
I000709,O00279,B0102,3,39000,117000
I000710,O00279,B0152,1,37000,37000
I000711,O00279,B0158,3,26000,78000
I000712,O00279,B0089,1,44000,44000
I000713,O00280,B0038,3,32000,96000
I000714,O00280,B0149,1,44000,44000
I000715,O00280,B0050,3,17000,51000
I000716,O00280,B0004,2,37000,74000
I000717,O00281,B0166,1,43000,43000
I000718,O00281,B0100,1,15000,15000
I000719,O00281,B0039,3,30000,90000
I000720,O00282,B0126,3,28000,84000
I000721,O00283,B0080,1,16000,16000
I000722,O00283,B0031,2,15000,30000
I000723,O00284,B0110,1,15000,15000
I000724,O00285,B0190,1,37000,37000
I000725,O00285,B0001,1,13000,13000
I000726,O00285,B0180,1,29000,29000
I000727,O00286,B0149,1,44000,44000
I000728,O00286,B0189,1,38000,38000
I000729,O00286,B0053,1,9000,9000
I000730,O00287,B0007,2,42000,84000
I000731,O00287,B0025,2,41000,82000
I000732,O00288,B0194,1,21000,21000
I000733,O00288,B0017,3,17000,51000
I000734,O00288,B0096,3,34000,102000
I000735,O00289,B0185,1,13000,13000
I000736,O00289,B0100,2,15000,30000
I000737,O00290,B0100,3,15000,45000
I000738,O00290,B0014,2,29000,58000
I000739,O00291,B0198,1,38000,38000
I000740,O00292,B0171,1,35000,35000
I000741,O00292,B0025,2,41000,82000
I000742,O00293,B0004,3,37000,111000
I000743,O00293,B0104,1,40000,40000
I000744,O00293,B0098,1,26000,26000
I000745,O00293,B0108,2,31000,62000
I000746,O00294,B0154,1,28000,28000
I000747,O00294,B0137,1,18000,18000
I000748,O00294,B0128,2,30000,60000
I000749,O00294,B0097,1,38000,38000
I000750,O00295,B0200,1,44000,44000
I000751,O00296,B0045,1,27000,27000
I000752,O00296,B0037,1,20000,20000
I000753,O00296,B0101,3,31000,93000
I000754,O00296,B0069,1,25000,25000
I000755,O00297,B0045,1,27000,27000
I000756,O00297,B0108,1,31000,31000
I000757,O00297,B0012,3,44000,132000
I000758,O00297,B0184,1,41000,41000
I000759,O00298,B0057,1,42000,42000
I000760,O00298,B0040,3,17000,51000
I000761,O00298,B0152,1,37000,37000
I000762,O00299,B0124,1,19000,19000
I000763,O00299,B0122,2,12000,24000
I000764,O00299,B0105,1,34000,34000
I000765,O00299,B0054,1,18000,18000
I000766,O00300,B0179,1,33000,33000
I000767,O00301,B0034,1,44000,44000
I000768,O00301,B0078,3,16000,48000
I000769,O00301,B0004,2,37000,74000
I000770,O00302,B0030,3,9000,27000
I000771,O00302,B0075,3,18000,54000
I000772,O00302,B0172,1,42000,42000
I000773,O00302,B0068,3,36000,108000
I000774,O00303,B0066,1,30000,30000
I000775,O00303,B0057,1,42000,42000
I000776,O00303,B0085,1,39000,39000
I000777,O00304,B0167,3,24000,72000
I000778,O00304,B0072,1,29000,29000
I000779,O00304,B0107,1,31000,31000
I000780,O00304,B0112,1,33000,33000
I000781,O00305,B0191,1,19000,19000
I000782,O00306,B0099,1,18000,18000
I000783,O00306,B0051,2,9000,18000
I000784,O00307,B0015,3,23000,69000
I000785,O00308,B0159,1,17000,17000
I000786,O00308,B0067,1,35000,35000
I000787,O00309,B0049,1,36000,36000
I000788,O00309,B0081,1,31000,31000
I000789,O00309,B0085,2,39000,78000
I000790,O00309,B0145,1,40000,40000
I000791,O00310,B0068,1,36000,36000
I000792,O00310,B0153,1,20000,20000
I000793,O00311,B0144,1,19000,19000
I000794,O00311,B0059,1,20000,20000
I000795,O00311,B0187,1,36000,36000
I000796,O00311,B0199,1,33000,33000
I000797,O00312,B0155,1,41000,41000
I000798,O00312,B0151,3,12000,36000
I000799,O00313,B0134,2,29000,58000
I000800,O00313,B0141,3,13000,39000
I000801,O00313,B0151,1,12000,12000
I000802,O00314,B0110,1,15000,15000
I000803,O00314,B0116,3,44000,132000
I000804,O00314,B0094,3,29000,87000
I000805,O00315,B0004,1,37000,37000
I000806,O00315,B0002,1,13000,13000
I000807,O00315,B0116,1,44000,44000
I000808,O00315,B0143,1,24000,24000
I000809,O00316,B0173,1,31000,31000
I000810,O00316,B0189,1,38000,38000
I000811,O00317,B0100,1,15000,15000
I000812,O00318,B0152,3,37000,111000
I000813,O00318,B0159,1,17000,17000
I000814,O00319,B0190,3,37000,111000
I000815,O00319,B0055,1,14000,14000
I000816,O00319,B0082,1,23000,23000
I000817,O00320,B0060,1,37000,37000
I000818,O00320,B0135,1,27000,27000
I000819,O00321,B0148,2,19000,38000
I000820,O00322,B0022,1,22000,22000
I000821,O00322,B0071,2,42000,84000
I000822,O00322,B0041,3,27000,81000
I000823,O00323,B0096,3,34000,102000
I000824,O00324,B0006,1,16000,16000
I000825,O00325,B0024,3,36000,108000
I000826,O00325,B0136,2,41000,82000
I000827,O00326,B0194,3,21000,63000
I000828,O00327,B0122,3,12000,36000
I000829,O00327,B0150,1,15000,15000
I000830,O00328,B0147,1,43000,43000
I000831,O00328,B0181,1,30000,30000
I000832,O00328,B0008,1,36000,36000
I000833,O00328,B0193,1,26000,26000
I000834,O00329,B0184,2,41000,82000
I000835,O00329,B0150,1,15000,15000
I000836,O00329,B0177,2,24000,48000
I000837,O00330,B0179,3,33000,99000
I000838,O00330,B0032,1,33000,33000
I000839,O00330,B0101,2,31000,62000
I000840,O00330,B0160,1,33000,33000
I000841,O00331,B0153,1,20000,20000
I000842,O00332,B0096,1,34000,34000
I000843,O00332,B0195,1,14000,14000
I000844,O00332,B0045,2,27000,54000
I000845,O00333,B0093,2,15000,30000
I000846,O00334,B0167,2,24000,48000
I000847,O00334,B0166,1,43000,43000
I000848,O00334,B0129,1,38000,38000
I000849,O00334,B0184,1,41000,41000
I000850,O00335,B0058,2,33000,66000
I000851,O00335,B0191,1,19000,19000
I000852,O00336,B0021,1,18000,18000
I000853,O00336,B0019,1,26000,26000
I000854,O00336,B0194,2,21000,42000
I000855,O00337,B0150,2,15000,30000
I000856,O00337,B0012,1,44000,44000
I000857,O00337,B0135,3,27000,81000
I000858,O00337,B0044,1,10000,10000
I000859,O00338,B0033,3,40000,120000
I000860,O00338,B0080,1,16000,16000
I000861,O00338,B0139,2,20000,40000
I000862,O00338,B0150,1,15000,15000
I000863,O00339,B0144,1,19000,19000
I000864,O00339,B0039,2,30000,60000
I000865,O00339,B0114,2,36000,72000
I000866,O00340,B0003,1,29000,29000
I000867,O00341,B0081,1,31000,31000
I000868,O00342,B0074,3,34000,102000
I000869,O00342,B0043,1,44000,44000
I000870,O00342,B0165,1,36000,36000
I000871,O00343,B0109,1,11000,11000
I000872,O00343,B0119,3,36000,108000
I000873,O00343,B0059,1,20000,20000
I000874,O00344,B0130,2,37000,74000
I000875,O00344,B0138,3,40000,120000
I000876,O00344,B0173,1,31000,31000
I000877,O00344,B0034,1,44000,44000
I000878,O00345,B0169,1,24000,24000
I000879,O00345,B0191,3,19000,57000
I000880,O00346,B0033,3,40000,120000
I000881,O00346,B0139,2,20000,40000
I000882,O00346,B0042,1,22000,22000
I000883,O00346,B0133,3,9000,27000
I000884,O00347,B0169,1,24000,24000
I000885,O00347,B0057,1,42000,42000
I000886,O00347,B0190,1,37000,37000
I000887,O00347,B0086,1,21000,21000
I000888,O00348,B0188,3,33000,99000
I000889,O00349,B0153,1,20000,20000
I000890,O00349,B0121,2,15000,30000
I000891,O00349,B0159,1,17000,17000
I000892,O00350,B0005,2,9000,18000
I000893,O00350,B0063,2,28000,56000
I000894,O00351,B0194,1,21000,21000
I000895,O00351,B0073,1,11000,11000
I000896,O00351,B0159,1,17000,17000
I000897,O00351,B0089,1,44000,44000
I000898,O00352,B0063,1,28000,28000
I000899,O00353,B0138,1,40000,40000
I000900,O00353,B0004,1,37000,37000
I000901,O00354,B0148,1,19000,19000
I000902,O00355,B0115,2,9000,18000
I000903,O00355,B0112,2,33000,66000
I000904,O00355,B0088,2,43000,86000
I000905,O00355,B0020,3,34000,102000
I000906,O00356,B0017,2,17000,34000
I000907,O00356,B0134,1,29000,29000
I000908,O00356,B0067,2,35000,70000
I000909,O00357,B0168,2,27000,54000
I000910,O00358,B0115,3,9000,27000
I000911,O00359,B0126,2,28000,56000
I000912,O00359,B0070,1,26000,26000
I000913,O00360,B0166,1,43000,43000
I000914,O00360,B0105,2,34000,68000
I000915,O00360,B0131,2,16000,32000
I000916,O00360,B0048,3,11000,33000
I000917,O00361,B0033,1,40000,40000
I000918,O00361,B0056,1,15000,15000
I000919,O00361,B0031,1,15000,15000
I000920,O00362,B0165,2,36000,72000
I000921,O00362,B0085,2,39000,78000
I000922,O00362,B0121,2,15000,30000
I000923,O00362,B0066,1,30000,30000
I000924,O00363,B0104,3,40000,120000
I000925,O00363,B0068,1,36000,36000
I000926,O00363,B0170,1,34000,34000
I000927,O00364,B0049,3,36000,108000
I000928,O00364,B0167,1,24000,24000
I000929,O00364,B0091,1,35000,35000
I000930,O00365,B0042,1,22000,22000
I000931,O00365,B0032,1,33000,33000
I000932,O00365,B0079,1,25000,25000
I000933,O00365,B0180,2,29000,58000
I000934,O00366,B0091,3,35000,105000
I000935,O00366,B0041,1,27000,27000
I000936,O00366,B0083,3,20000,60000
I000937,O00366,B0048,1,11000,11000
I000938,O00367,B0010,1,12000,12000
I000939,O00367,B0163,2,29000,58000
I000940,O00368,B0116,1,44000,44000
I000941,O00368,B0141,1,13000,13000
I000942,O00368,B0075,3,18000,54000
I000943,O00368,B0063,1,28000,28000
I000944,O00369,B0191,1,19000,19000
I000945,O00370,B0071,2,42000,84000
I000946,O00370,B0174,3,31000,93000
I000947,O00371,B0151,3,12000,36000
I000948,O00371,B0107,1,31000,31000
I000949,O00371,B0109,1,11000,11000
I000950,O00371,B0004,1,37000,37000
I000951,O00372,B0060,2,37000,74000
I000952,O00372,B0068,2,36000,72000
I000953,O00373,B0128,2,30000,60000
I000954,O00374,B0172,3,42000,126000
I000955,O00374,B0027,1,39000,39000
I000956,O00374,B0185,2,13000,26000
I000957,O00374,B0139,2,20000,40000
I000958,O00375,B0020,1,34000,34000
I000959,O00375,B0091,3,35000,105000
I000960,O00375,B0148,1,19000,19000
I000961,O00376,B0043,1,44000,44000
I000962,O00376,B0180,1,29000,29000
I000963,O00376,B0023,1,14000,14000
I000964,O00377,B0025,1,41000,41000
I000965,O00378,B0060,1,37000,37000
I000966,O00378,B0197,2,28000,56000
I000967,O00379,B0035,2,31000,62000
I000968,O00379,B0181,1,30000,30000
I000969,O00380,B0031,2,15000,30000
I000970,O00380,B0068,1,36000,36000
I000971,O00381,B0141,2,13000,26000
I000972,O00381,B0170,1,34000,34000
I000973,O00381,B0037,1,20000,20000
I000974,O00381,B0084,1,31000,31000
I000975,O00382,B0052,1,35000,35000
I000976,O00382,B0105,1,34000,34000
I000977,O00383,B0022,1,22000,22000
I000978,O00383,B0017,3,17000,51000
I000979,O00384,B0128,1,30000,30000
I000980,O00385,B0035,1,31000,31000
I000981,O00385,B0042,1,22000,22000
I000982,O00385,B0098,3,26000,78000
I000983,O00385,B0084,1,31000,31000
I000984,O00386,B0067,2,35000,70000
I000985,O00387,B0181,2,30000,60000
I000986,O00387,B0014,1,29000,29000
I000987,O00388,B0173,1,31000,31000
I000988,O00388,B0122,1,12000,12000
I000989,O00389,B0167,1,24000,24000
I000990,O00389,B0197,1,28000,28000
I000991,O00390,B0113,2,40000,80000
I000992,O00390,B0016,1,19000,19000
I000993,O00390,B0118,3,26000,78000
I000994,O00390,B0149,1,44000,44000
I000995,O00391,B0164,2,31000,62000
I000996,O00391,B0048,1,11000,11000
I000997,O00391,B0067,1,35000,35000
I000998,O00392,B0146,1,24000,24000
I000999,O00392,B0009,1,24000,24000
I001000,O00393,B0103,1,13000,13000
I001001,O00393,B0019,3,26000,78000
I001002,O00393,B0153,1,20000,20000
I001003,O00393,B0108,3,31000,93000
I001004,O00394,B0122,1,12000,12000
I001005,O00395,B0073,1,11000,11000
I001006,O00395,B0008,3,36000,108000
I001007,O00395,B0147,1,43000,43000
I001008,O00396,B0161,1,30000,30000
I001009,O00397,B0093,1,15000,15000
I001010,O00398,B0054,2,18000,36000
I001011,O00398,B0161,2,30000,60000
I001012,O00398,B0096,3,34000,102000
I001013,O00398,B0100,1,15000,15000
I001014,O00399,B0171,1,35000,35000
I001015,O00399,B0085,1,39000,39000
I001016,O00400,B0111,2,19000,38000
I001017,O00400,B0145,1,40000,40000
I001018,O00400,B0183,1,22000,22000
I001019,O00401,B0121,1,15000,15000
I001020,O00401,B0114,1,36000,36000
I001021,O00401,B0140,2,28000,56000
I001022,O00402,B0066,1,30000,30000
I001023,O00403,B0094,1,29000,29000
I001024,O00403,B0095,1,9000,9000
I001025,O00403,B0060,3,37000,111000
I001026,O00404,B0023,2,14000,28000
I001027,O00404,B0045,1,27000,27000
I001028,O00405,B0129,1,38000,38000
I001029,O00405,B0080,1,16000,16000
I001030,O00405,B0019,1,26000,26000
I001031,O00406,B0094,1,29000,29000
I001032,O00406,B0102,1,39000,39000
I001033,O00406,B0072,3,29000,87000
I001034,O00407,B0053,1,9000,9000
I001035,O00407,B0165,3,36000,108000
I001036,O00407,B0146,3,24000,72000
I001037,O00408,B0083,1,20000,20000
I001038,O00408,B0176,1,38000,38000
I001039,O00409,B0156,1,35000,35000
I001040,O00409,B0046,2,37000,74000
I001041,O00410,B0196,1,19000,19000
I001042,O00410,B0056,3,15000,45000
I001043,O00410,B0136,3,41000,123000
I001044,O00410,B0146,2,24000,48000
I001045,O00411,B0077,1,14000,14000
I001046,O00412,B0022,1,22000,22000
I001047,O00412,B0187,3,36000,108000
I001048,O00412,B0080,1,16000,16000
I001049,O00412,B0084,3,31000,93000
I001050,O00413,B0078,1,16000,16000
I001051,O00413,B0047,1,42000,42000
I001052,O00413,B0009,3,24000,72000
I001053,O00413,B0108,1,31000,31000
I001054,O00414,B0120,1,38000,38000
I001055,O00414,B0131,2,16000,32000
I001056,O00415,B0181,2,30000,60000
I001057,O00415,B0094,3,29000,87000
I001058,O00415,B0158,3,26000,78000
I001059,O00415,B0046,1,37000,37000
I001060,O00416,B0039,3,30000,90000
I001061,O00416,B0070,1,26000,26000
I001062,O00416,B0144,2,19000,38000
I001063,O00417,B0154,1,28000,28000
I001064,O00417,B0056,2,15000,30000
I001065,O00417,B0169,1,24000,24000
I001066,O00418,B0002,1,13000,13000
I001067,O00418,B0017,3,17000,51000
I001068,O00419,B0157,1,37000,37000
I001069,O00419,B0200,2,44000,88000
I001070,O00420,B0189,2,38000,76000
I001071,O00421,B0040,3,17000,51000
I001072,O00421,B0129,3,38000,114000
I001073,O00421,B0196,1,19000,19000
I001074,O00422,B0190,2,37000,74000
I001075,O00422,B0198,1,38000,38000
I001076,O00422,B0009,1,24000,24000
I001077,O00422,B0145,1,40000,40000
I001078,O00423,B0135,2,27000,54000
I001079,O00423,B0082,1,23000,23000
I001080,O00424,B0135,3,27000,81000
I001081,O00425,B0091,1,35000,35000
I001082,O00425,B0160,2,33000,66000
I001083,O00425,B0194,1,21000,21000
I001084,O00426,B0181,1,30000,30000
I001085,O00426,B0070,3,26000,78000
I001086,O00427,B0081,1,31000,31000
I001087,O00428,B0168,2,27000,54000
I001088,O00428,B0087,1,22000,22000
I001089,O00428,B0011,1,9000,9000
I001090,O00428,B0102,1,39000,39000
I001091,O00429,B0134,1,29000,29000
I001092,O00430,B0017,1,17000,17000
I001093,O00430,B0013,1,19000,19000
I001094,O00430,B0026,1,18000,18000
I001095,O00430,B0138,1,40000,40000
I001096,O00431,B0171,1,35000,35000
I001097,O00431,B0025,1,41000,41000
I001098,O00431,B0199,2,33000,66000
I001099,O00432,B0185,1,13000,13000
I001100,O00432,B0037,3,20000,60000
I001101,O00433,B0195,1,14000,14000
I001102,O00434,B0065,1,25000,25000
I001103,O00434,B0080,3,16000,48000
I001104,O00434,B0007,3,42000,126000
I001105,O00434,B0120,1,38000,38000
I001106,O00435,B0132,1,34000,34000
I001107,O00435,B0064,2,18000,36000
I001108,O00435,B0177,1,24000,24000
I001109,O00436,B0182,1,17000,17000
I001110,O00436,B0063,3,28000,84000
I001111,O00436,B0032,2,33000,66000
I001112,O00436,B0054,3,18000,54000
I001113,O00437,B0003,2,29000,58000
I001114,O00438,B0042,1,22000,22000
I001115,O00438,B0178,1,11000,11000
I001116,O00438,B0032,2,33000,66000
I001117,O00439,B0059,1,20000,20000
I001118,O00440,B0075,3,18000,54000
I001119,O00440,B0158,2,26000,52000
I001120,O00440,B0180,1,29000,29000
I001121,O00441,B0103,1,13000,13000
I001122,O00441,B0067,2,35000,70000
I001123,O00441,B0199,1,33000,33000
I001124,O00442,B0168,1,27000,27000
I001125,O00442,B0116,1,44000,44000
I001126,O00442,B0163,3,29000,87000
I001127,O00443,B0072,1,29000,29000
I001128,O00444,B0063,1,28000,28000
I001129,O00445,B0015,2,23000,46000
I001130,O00445,B0139,1,20000,20000
I001131,O00445,B0113,1,40000,40000
I001132,O00445,B0044,1,10000,10000
I001133,O00446,B0178,2,11000,22000
I001134,O00447,B0157,1,37000,37000
I001135,O00447,B0163,1,29000,29000
I001136,O00448,B0159,1,17000,17000
I001137,O00448,B0116,2,44000,88000
I001138,O00448,B0088,3,43000,129000
I001139,O00449,B0071,2,42000,84000
I001140,O00449,B0094,1,29000,29000
I001141,O00449,B0030,3,9000,27000
I001142,O00450,B0176,3,38000,114000
I001143,O00450,B0081,1,31000,31000
I001144,O00450,B0088,2,43000,86000
I001145,O00451,B0176,2,38000,76000
I001146,O00452,B0187,2,36000,72000
I001147,O00452,B0098,1,26000,26000
I001148,O00453,B0148,1,19000,19000
I001149,O00453,B0172,1,42000,42000
I001150,O00454,B0113,1,40000,40000
I001151,O00455,B0001,1,13000,13000
I001152,O00455,B0133,1,9000,9000
I001153,O00455,B0191,3,19000,57000
I001154,O00455,B0005,1,9000,9000
I001155,O00456,B0080,2,16000,32000
I001156,O00456,B0129,1,38000,38000
I001157,O00456,B0073,3,11000,33000
I001158,O00456,B0084,2,31000,62000
I001159,O00457,B0172,3,42000,126000
I001160,O00457,B0025,1,41000,41000
I001161,O00458,B0193,3,26000,78000
I001162,O00458,B0132,1,34000,34000
I001163,O00459,B0056,2,15000,30000
I001164,O00459,B0173,1,31000,31000
I001165,O00459,B0172,3,42000,126000
I001166,O00459,B0127,2,16000,32000
I001167,O00460,B0086,1,21000,21000
I001168,O00461,B0058,2,33000,66000
I001169,O00461,B0080,3,16000,48000
I001170,O00462,B0103,3,13000,39000
I001171,O00462,B0128,2,30000,60000
I001172,O00462,B0148,1,19000,19000
I001173,O00463,B0055,1,14000,14000
I001174,O00463,B0119,1,36000,36000
I001175,O00464,B0179,2,33000,66000
I001176,O00464,B0199,2,33000,66000
I001177,O00464,B0066,1,30000,30000
I001178,O00465,B0047,1,42000,42000
I001179,O00465,B0072,2,29000,58000
I001180,O00465,B0143,1,24000,24000
I001181,O00465,B0013,3,19000,57000
I001182,O00466,B0131,1,16000,16000
I001183,O00466,B0178,1,11000,11000
I001184,O00466,B0099,1,18000,18000
I001185,O00466,B0022,3,22000,66000
I001186,O00467,B0081,2,31000,62000
I001187,O00467,B0030,1,9000,9000
I001188,O00467,B0174,1,31000,31000
I001189,O00468,B0126,1,28000,28000
I001190,O00468,B0053,1,9000,9000
I001191,O00468,B0069,1,25000,25000
I001192,O00468,B0027,1,39000,39000
I001193,O00469,B0046,1,37000,37000
I001194,O00470,B0041,3,27000,81000
I001195,O00470,B0154,1,28000,28000
I001196,O00471,B0078,1,16000,16000
I001197,O00471,B0116,2,44000,88000
I001198,O00471,B0052,1,35000,35000
I001199,O00471,B0122,1,12000,12000
I001200,O00472,B0101,1,31000,31000
I001201,O00472,B0083,2,20000,40000
I001202,O00472,B0069,1,25000,25000
I001203,O00472,B0087,1,22000,22000
I001204,O00473,B0052,1,35000,35000
I001205,O00473,B0098,1,26000,26000
I001206,O00474,B0192,3,40000,120000
I001207,O00474,B0059,3,20000,60000
I001208,O00475,B0174,3,31000,93000
I001209,O00476,B0188,1,33000,33000
I001210,O00476,B0008,1,36000,36000
I001211,O00477,B0041,2,27000,54000
I001212,O00477,B0078,1,16000,16000
I001213,O00477,B0025,1,41000,41000
I001214,O00478,B0105,3,34000,102000
I001215,O00478,B0162,2,27000,54000
I001216,O00478,B0031,3,15000,45000
I001217,O00479,B0071,1,42000,42000
I001218,O00479,B0169,2,24000,48000
I001219,O00479,B0167,1,24000,24000
I001220,O00480,B0140,1,28000,28000
I001221,O00480,B0057,2,42000,84000
I001222,O00481,B0179,1,33000,33000
I001223,O00481,B0138,1,40000,40000
I001224,O00481,B0154,1,28000,28000
I001225,O00481,B0188,1,33000,33000
I001226,O00482,B0177,2,24000,48000
I001227,O00482,B0185,2,13000,26000
I001228,O00482,B0048,1,11000,11000
I001229,O00483,B0169,1,24000,24000
I001230,O00483,B0003,3,29000,87000
I001231,O00484,B0073,2,11000,22000
I001232,O00484,B0179,1,33000,33000
I001233,O00484,B0010,1,12000,12000
I001234,O00484,B0022,3,22000,66000
I001235,O00485,B0108,1,31000,31000
I001236,O00485,B0122,1,12000,12000
I001237,O00485,B0051,1,9000,9000
I001238,O00486,B0046,1,37000,37000
I001239,O00486,B0195,2,14000,28000
I001240,O00486,B0016,3,19000,57000
I001241,O00487,B0139,2,20000,40000
I001242,O00487,B0048,2,11000,22000
I001243,O00487,B0184,1,41000,41000
I001244,O00487,B0148,1,19000,19000
I001245,O00488,B0155,2,41000,82000
I001246,O00488,B0098,1,26000,26000
I001247,O00489,B0039,1,30000,30000
I001248,O00490,B0057,1,42000,42000
I001249,O00490,B0084,3,31000,93000
I001250,O00491,B0073,1,11000,11000
I001251,O00491,B0024,2,36000,72000
I001252,O00491,B0191,2,19000,38000
I001253,O00491,B0199,2,33000,66000
I001254,O00492,B0040,1,17000,17000
I001255,O00492,B0195,1,14000,14000
I001256,O00492,B0173,1,31000,31000
I001257,O00492,B0198,2,38000,76000
I001258,O00493,B0050,1,17000,17000
I001259,O00494,B0112,1,33000,33000
I001260,O00494,B0041,1,27000,27000
I001261,O00494,B0082,1,23000,23000
I001262,O00494,B0107,1,31000,31000
I001263,O00495,B0086,2,21000,42000
I001264,O00495,B0160,1,33000,33000
I001265,O00496,B0057,1,42000,42000
I001266,O00497,B0008,3,36000,108000
I001267,O00497,B0131,2,16000,32000
I001268,O00498,B0013,1,19000,19000
I001269,O00499,B0104,1,40000,40000
I001270,O00499,B0133,1,9000,9000
I001271,O00500,B0023,2,14000,28000
I001272,O00500,B0172,3,42000,126000
I001273,O00500,B0111,2,19000,38000
I001274,O00500,B0036,2,28000,56000
I001275,O00501,B0170,3,34000,102000
I001276,O00501,B0112,1,33000,33000
I001277,O00502,B0114,1,36000,36000
I001278,O00502,B0079,1,25000,25000
I001279,O00503,B0058,2,33000,66000
I001280,O00504,B0078,2,16000,32000
I001281,O00505,B0095,1,9000,9000
I001282,O00505,B0034,1,44000,44000
I001283,O00505,B0158,1,26000,26000
I001284,O00506,B0183,3,22000,66000
I001285,O00506,B0145,1,40000,40000
I001286,O00507,B0195,1,14000,14000
I001287,O00507,B0154,1,28000,28000
I001288,O00508,B0020,1,34000,34000
I001289,O00508,B0059,1,20000,20000
I001290,O00508,B0155,1,41000,41000
I001291,O00508,B0060,1,37000,37000
I001292,O00509,B0144,2,19000,38000
I001293,O00510,B0033,1,40000,40000
I001294,O00510,B0062,3,26000,78000
I001295,O00511,B0090,2,33000,66000
I001296,O00511,B0068,1,36000,36000
I001297,O00512,B0038,3,32000,96000
I001298,O00512,B0117,1,25000,25000
I001299,O00513,B0193,2,26000,52000
I001300,O00513,B0072,1,29000,29000
I001301,O00513,B0050,1,17000,17000
I001302,O00513,B0079,3,25000,75000
I001303,O00514,B0150,1,15000,15000
I001304,O00515,B0131,1,16000,16000
I001305,O00515,B0146,1,24000,24000
I001306,O00515,B0163,1,29000,29000
I001307,O00515,B0066,1,30000,30000
I001308,O00516,B0145,1,40000,40000
I001309,O00516,B0150,1,15000,15000
I001310,O00516,B0134,2,29000,58000
I001311,O00516,B0046,3,37000,111000
I001312,O00517,B0028,1,36000,36000
I001313,O00517,B0108,1,31000,31000
I001314,O00518,B0001,1,13000,13000
I001315,O00518,B0054,2,18000,36000
I001316,O00518,B0145,1,40000,40000
I001317,O00519,B0118,2,26000,52000
I001318,O00519,B0152,3,37000,111000
I001319,O00519,B0031,1,15000,15000
I001320,O00519,B0115,1,9000,9000
I001321,O00520,B0129,1,38000,38000
I001322,O00520,B0077,1,14000,14000
I001323,O00520,B0167,2,24000,48000
I001324,O00521,B0087,3,22000,66000
I001325,O00521,B0198,1,38000,38000
I001326,O00522,B0164,1,31000,31000
I001327,O00523,B0106,3,21000,63000
I001328,O00523,B0015,2,23000,46000
I001329,O00523,B0109,2,11000,22000
I001330,O00524,B0132,3,34000,102000
I001331,O00524,B0172,1,42000,42000
I001332,O00525,B0070,3,26000,78000
I001333,O00525,B0042,1,22000,22000
I001334,O00526,B0042,1,22000,22000
I001335,O00527,B0165,1,36000,36000
I001336,O00527,B0199,1,33000,33000
I001337,O00527,B0091,1,35000,35000
I001338,O00527,B0157,2,37000,74000
I001339,O00528,B0008,1,36000,36000
I001340,O00528,B0095,1,9000,9000
I001341,O00528,B0192,1,40000,40000
I001342,O00529,B0039,3,30000,90000
I001343,O00529,B0055,3,14000,42000
I001344,O00529,B0030,1,9000,9000
I001345,O00530,B0189,1,38000,38000
I001346,O00530,B0198,2,38000,76000
I001347,O00531,B0054,3,18000,54000
I001348,O00531,B0072,1,29000,29000
I001349,O00531,B0055,2,14000,28000
I001350,O00532,B0048,2,11000,22000
I001351,O00532,B0014,3,29000,87000
I001352,O00533,B0048,1,11000,11000
I001353,O00533,B0088,3,43000,129000
I001354,O00533,B0054,1,18000,18000
I001355,O00533,B0118,1,26000,26000
I001356,O00534,B0100,1,15000,15000
I001357,O00535,B0108,2,31000,62000
I001358,O00535,B0192,1,40000,40000
I001359,O00535,B0039,1,30000,30000
I001360,O00535,B0043,2,44000,88000
I001361,O00536,B0171,1,35000,35000
I001362,O00537,B0028,1,36000,36000
I001363,O00537,B0045,1,27000,27000
I001364,O00537,B0108,1,31000,31000
I001365,O00538,B0043,1,44000,44000
I001366,O00538,B0129,1,38000,38000
I001367,O00538,B0167,1,24000,24000
I001368,O00539,B0090,2,33000,66000
I001369,O00539,B0006,1,16000,16000
I001370,O00540,B0134,2,29000,58000
I001371,O00540,B0058,3,33000,99000
I001372,O00540,B0191,2,19000,38000
I001373,O00541,B0160,1,33000,33000
I001374,O00541,B0106,1,21000,21000
I001375,O00542,B0151,1,12000,12000
I001376,O00542,B0066,1,30000,30000
I001377,O00542,B0186,1,35000,35000
I001378,O00542,B0037,1,20000,20000
I001379,O00543,B0032,1,33000,33000
I001380,O00543,B0009,1,24000,24000
I001381,O00543,B0192,2,40000,80000
I001382,O00543,B0128,1,30000,30000
I001383,O00544,B0123,1,41000,41000
I001384,O00544,B0188,2,33000,66000
I001385,O00544,B0122,2,12000,24000
I001386,O00545,B0171,3,35000,105000
I001387,O00545,B0178,3,11000,33000
I001388,O00545,B0176,1,38000,38000
I001389,O00545,B0030,2,9000,18000
I001390,O00546,B0174,1,31000,31000
I001391,O00546,B0041,3,27000,81000
I001392,O00546,B0073,1,11000,11000
I001393,O00546,B0101,3,31000,93000
I001394,O00547,B0153,2,20000,40000
I001395,O00547,B0070,1,26000,26000
