order_id,customer_id,order_date,channel,payment_method,coupon_code
O00557,C0161,2023-05-09,앱,카드,
O00558,C0080,2023-12-14,앱,계좌이체,
O00559,C0193,2023-12-03,웹,카드,
O00560,C0303,2023-01-04,웹,계좌이체,
O00561,C0120,2023-04-14,웹,간편결제,WELCOME
O00562,C0075,2023-04-22,웹,카드,SPRING
O00563,C0331,2023-01-12,앱,간편결제,
O00564,C0136,2023-12-08,웹,계좌이체,WELCOME
O00565,C0342,2023-03-09,제휴몰,카드,
O00566,C0086,2023-05-16,웹,카드,
O00567,C0030,2023-03-13,앱,계좌이체,VIP
O00568,C0396,2023-01-08,앱,간편결제,
O00569,C0031,2023-01-03,웹,간편결제,
O00570,C0046,2023-05-19,앱,간편결제,WELCOME
O00571,C0265,2023-09-27,앱,간편결제,
O00572,C0181,2023-11-01,웹,간편결제,
O00573,C0006,2023-03-05,앱,카드,
O00574,C0296,2023-10-06,앱,카드,
O00575,C0060,2023-08-11,웹,카드,SPRING
O00576,C0262,2023-08-17,웹,간편결제,
O00577,C0308,2023-05-12,앱,계좌이체,
O00578,C0114,2023-11-16,앱,계좌이체,SPRING
O00579,C0027,2023-09-07,웹,계좌이체,SPRING
O00580,C0264,2023-06-27,웹,계좌이체,
O00581,C0348,2023-02-22,웹,간편결제,WELCOME
O00582,C0315,2023-05-26,앱,카드,SPRING
O00583,C0139,2023-04-12,앱,카드,
O00584,C0004,2023-04-22,웹,계좌이체,VIP
O00585,C0278,2023-09-18,앱,카드,
O00586,C0263,2023-12-26,앱,카드,
O00587,C0027,2023-02-04,앱,계좌이체,
O00588,C0382,2023-03-19,앱,계좌이체,
O00589,C0046,2023-08-10,앱,간편결제,
O00590,C0179,2023-03-17,웹,계좌이체,
O00591,C0169,2023-01-07,앱,간편결제,SPRING
O00592,C0264,2023-09-03,앱,간편결제,
O00593,C0246,2023-09-16,앱,카드,WELCOME
O00594,C0284,2023-02-06,웹,계좌이체,
O00595,C0294,2023-11-08,웹,계좌이체,SPRING
O00596,C0382,2023-12-27,앱,계좌이체,SPRING
O00597,C0205,2023-10-17,앱,간편결제,
O00598,C0296,2023-12-11,웹,간편결제,
O00599,C0165,2023-05-03,웹,카드,
O00600,C0325,2023-05-25,제휴몰,계좌이체,
O00601,C0067,2023-01-20,웹,간편결제,SPRING
O00602,C0216,2023-10-06,앱,간편결제,
O00603,C0130,2023-04-13,앱,계좌이체,
O00604,C0355,2023-08-13,앱,카드,WELCOME
O00605,C0116,2023-11-24,웹,계좌이체,VIP
O00606,C0216,2023-09-08,웹,계좌이체,
O00607,C0057,2023-11-01,제휴몰,카드,
O00608,C0358,2023-01-16,앱,카드,
O00609,C0203,2023-10-19,웹,간편결제,
O00610,C0129,2023-08-24,제휴몰,계좌이체,SPRING
O00611,C0143,2023-12-25,웹,카드,
O00612,C0222,2023-10-27,웹,계좌이체,
O00613,C0264,2023-06-27,제휴몰,계좌이체,VIP
O00614,C0149,2023-05-09,웹,계좌이체,
O00615,C0078,2023-10-07,앱,카드,WELCOME
O00616,C0107,2023-05-17,웹,간편결제,
O00617,C0071,2023-03-15,웹,카드,WELCOME
O00618,C0224,2023-09-28,웹,계좌이체,WELCOME
O00619,C0006,2023-06-02,웹,계좌이체,
O00620,C0264,2023-04-06,웹,계좌이체,WELCOME
O00621,C0059,2023-09-08,웹,카드,
O00622,C0057,2023-09-22,앱,카드,WELCOME
O00623,C0398,2023-01-08,앱,계좌이체,
O00624,C0014,2023-12-28,앱,계좌이체,
O00625,C0053,2023-05-20,제휴몰,계좌이체,WELCOME
O00626,C0093,2023-03-11,웹,계좌이체,
O00627,C0104,2023-02-11,앱,카드,
O00628,C0325,2023-09-04,웹,계좌이체,
O00629,C0035,2023-12-17,웹,계좌이체,
O00630,C0036,2023-09-19,앱,간편결제,
O00631,C0036,2023-04-13,웹,계좌이체,
O00632,C0177,2023-12-20,웹,간편결제,
O00633,C0081,2023-11-06,제휴몰,간편결제,
O00634,C0267,2023-08-03,웹,카드,WELCOME
O00635,C0175,2023-06-06,앱,카드,SPRING
O00636,C0269,2023-02-14,웹,계좌이체,
O00637,C0362,2023-06-24,앱,카드,
O00638,C0365,2023-03-05,웹,계좌이체,
O00639,C0074,2023-02-25,앱,카드,
O00640,C0282,2023-08-09,앱,카드,VIP
O00641,C0023,2023-12-21,제휴몰,카드,
O00642,C0010,2023-10-24,앱,카드,
O00643,C0293,2023-02-08,웹,카드,
O00644,C0021,2023-01-18,앱,계좌이체,
O00645,C0344,2023-01-19,웹,계좌이체,
O00646,C0096,2023-09-19,웹,간편결제,VIP
O00647,C0151,2023-11-17,앱,간편결제,
O00648,C0349,2023-02-17,앱,계좌이체,WELCOME
O00649,C0119,2023-04-24,제휴몰,카드,
O00650,C0191,2023-02-14,앱,계좌이체,SPRING
O00651,C0164,2023-05-09,앱,카드,
O00652,C0340,2023-11-08,웹,간편결제,
O00653,C0095,2023-02-07,웹,계좌이체,VIP
O00654,C0134,2023-09-26,제휴몰,간편결제,
O00655,C0047,2023-08-21,웹,카드,
O00656,C0067,2023-02-18,앱,카드,WELCOME
O00657,C0168,2023-06-10,앱,카드,
O00658,C0192,2023-01-08,웹,간편결제,WELCOME
O00659,C0356,2023-02-22,앱,계좌이체,
O00660,C0170,2023-03-03,앱,카드,
O00661,C0393,2023-08-14,앱,카드,
O00662,C0226,2023-06-03,웹,카드,SPRING
O00663,C0008,2023-10-07,앱,카드,
O00664,C0165,2023-01-13,웹,카드,WELCOME
O00665,C0218,2023-04-11,앱,카드,
O00666,C0392,2023-12-22,웹,카드,WELCOME
O00667,C0259,2023-05-14,앱,간편결제,
O00668,C0038,2023-03-12,웹,계좌이체,
O00669,C0196,2023-01-04,웹,간편결제,WELCOME
O00670,C0210,2023-04-05,앱,카드,
O00671,C0266,2023-04-24,제휴몰,계좌이체,
O00672,C0286,2023-02-06,웹,간편결제,
O00673,C0351,2023-10-28,제휴몰,계좌이체,
O00674,C0344,2023-08-11,제휴몰,계좌이체,SPRING
O00675,C0207,2023-02-09,앱,계좌이체,
O00676,C0230,2023-06-07,앱,카드,
O00677,C0012,2023-06-26,앱,계좌이체,VIP
O00678,C0353,2023-04-05,앱,간편결제,
O00679,C0014,2023-01-26,웹,카드,
O00680,C0029,2023-04-25,앱,카드,
O00681,C0260,2023-03-12,웹,카드,VIP
O00682,C0382,2023-08-23,앱,계좌이체,
O00683,C0304,2023-11-15,웹,계좌이체,
O00684,C0283,2023-02-01,앱,카드,SPRING
O00685,C0371,2023-05-23,앱,카드,
O00686,C0277,2023-09-12,앱,간편결제,
O00687,C0379,2023-11-20,웹,계좌이체,SPRING
O00688,C0303,2023-09-19,앱,계좌이체,
O00689,C0266,2023-09-23,웹,카드,
O00690,C0187,2023-06-15,웹,계좌이체,
O00691,C0259,2023-09-12,웹,간편결제,
O00692,C0292,2023-01-02,웹,카드,WELCOME
O00693,C0015,2023-05-19,제휴몰,간편결제,
O00694,C0096,2023-08-15,웹,간편결제,
O00695,C0029,2023-08-26,앱,간편결제,
O00696,C0259,2023-03-01,앱,카드,VIP
O00697,C0381,2023-08-18,웹,카드,
O00698,C0292,2023-03-14,제휴몰,카드,
O00699,C0336,2023-04-08,웹,간편결제,
O00700,C0202,2023-10-03,제휴몰,계좌이체,
O00701,C0104,2023-01-15,웹,간편결제,
O00702,C0228,2023-08-18,앱,계좌이체,VIP
O00703,C0149,2023-04-04,제휴몰,카드,
O00704,C0170,2023-08-28,앱,계좌이체,
O00705,C0332,2023-12-13,웹,카드,VIP
O00706,C0050,2023-09-25,웹,간편결제,
O00707,C0039,2023-03-15,앱,계좌이체,
O00708,C0033,2023-10-21,제휴몰,카드,
O00709,C0287,2023-09-08,웹,카드,
O00710,C0227,2023-11-12,앱,계좌이체,
O00711,C0112,2023-01-24,앱,카드,
O00712,C0393,2023-08-25,앱,간편결제,WELCOME
O00713,C0202,2023-08-06,웹,간편결제,SPRING
O00714,C0099,2023-09-19,웹,카드,
O00715,C0071,2023-04-25,앱,계좌이체,
O00716,C0207,2023-02-27,웹,카드,
O00717,C0075,2023-04-02,앱,간편결제,
O00718,C0377,2023-10-21,웹,계좌이체,
O00719,C0198,2023-06-14,웹,계좌이체,SPRING
O00720,C0336,2023-11-28,웹,계좌이체,
O00721,C0205,2023-01-16,제휴몰,계좌이체,
O00722,C0386,2023-12-02,앱,계좌이체,
O00723,C0240,2023-11-06,앱,간편결제,WELCOME
O00724,C0199,2023-11-15,앱,계좌이체,
O00725,C0009,2023-02-11,앱,간편결제,
O00726,C0049,2023-04-02,앱,간편결제,
O00727,C0376,2023-03-10,제휴몰,간편결제,SPRING
O00728,C0369,2023-05-17,웹,계좌이체,WELCOME
O00729,C0128,2023-08-25,웹,계좌이체,
O00730,C0228,2023-04-14,웹,간편결제,VIP
O00731,C0220,2023-04-20,앱,간편결제,
O00732,C0050,2023-08-12,웹,간편결제,
O00733,C0278,2023-04-08,앱,계좌이체,
O00734,C0049,2023-08-23,제휴몰,계좌이체,
O00735,C0143,2023-02-16,웹,카드,
O00736,C0046,2023-11-23,앱,카드,SPRING
O00737,C0031,2023-09-15,웹,간편결제,
O00738,C0107,2023-10-21,제휴몰,계좌이체,
O00739,C0270,2023-01-20,앱,카드,WELCOME
O00740,C0304,2023-10-06,앱,간편결제,
O00741,C0259,2023-05-06,웹,카드,
O00742,C0204,2023-12-09,웹,간편결제,
O00743,C0043,2023-06-05,웹,카드,WELCOME
O00744,C0165,2023-06-10,웹,간편결제,
O00745,C0310,2023-10-11,앱,간편결제,
O00746,C0309,2023-08-14,앱,카드,VIP
O00747,C0371,2023-04-13,앱,카드,WELCOME
O00748,C0286,2023-06-08,웹,카드,SPRING
O00749,C0185,2023-04-22,앱,카드,
O00750,C0375,2023-05-22,앱,계좌이체,
O00751,C0224,2023-12-10,웹,계좌이체,
O00752,C0119,2023-10-10,앱,계좌이체,
O00753,C0367,2023-11-05,앱,간편결제,WELCOME
O00754,C0097,2023-05-28,제휴몰,카드,
O00755,C0055,2023-01-28,앱,카드,
O00756,C0135,2023-12-19,앱,계좌이체,
O00757,C0278,2023-09-17,앱,카드,SPRING
O00758,C0323,2023-11-13,웹,간편결제,
O00759,C0315,2023-03-15,웹,카드,
O00760,C0045,2023-08-24,앱,계좌이체,
O00761,C0286,2023-10-17,웹,간편결제,
O00762,C0115,2023-02-12,웹,계좌이체,VIP
O00763,C0011,2023-11-07,앱,카드,SPRING
O00764,C0003,2023-09-28,앱,카드,WELCOME
O00765,C0391,2023-06-10,웹,카드,
O00766,C0376,2023-04-17,웹,간편결제,
O00767,C0198,2023-06-24,앱,카드,
O00768,C0306,2023-06-03,웹,카드,
O00769,C0318,2023-05-10,앱,간편결제,
O00770,C0298,2023-12-01,앱,계좌이체,
O00771,C0095,2023-10-09,앱,간편결제,
O00772,C0072,2023-10-08,웹,간편결제,VIP
O00773,C0053,2023-04-27,웹,간편결제,
O00774,C0120,2023-03-18,웹,계좌이체,
O00775,C0055,2023-03-19,제휴몰,간편결제,WELCOME
O00776,C0194,2023-03-25,앱,계좌이체,
O00777,C0304,2023-10-09,웹,계좌이체,
O00778,C0278,2023-08-25,앱,카드,VIP
O00779,C0263,2023-05-25,앱,카드,WELCOME
O00780,C0184,2023-10-26,앱,카드,SPRING
O00781,C0172,2023-04-11,앱,간편결제,
O00782,C0147,2023-10-08,웹,계좌이체,
O00783,C0187,2023-10-03,웹,간편결제,
O00784,C0355,2023-09-04,앱,카드,
O00785,C0167,2023-10-03,웹,계좌이체,
O00786,C0062,2023-06-06,웹,카드,WELCOME
O00787,C0183,2023-04-18,제휴몰,간편결제,
O00788,C0135,2023-05-08,앱,계좌이체,
O00789,C0243,2023-03-11,앱,카드,WELCOME
O00790,C0158,2023-08-26,웹,계좌이체,
O00791,C0221,2023-09-03,웹,계좌이체,WELCOME
O00792,C0347,2023-10-28,웹,카드,
O00793,C0244,2023-12-01,웹,간편결제,WELCOME
O00794,C0391,2023-01-27,앱,카드,
O00795,C0112,2023-04-02,앱,카드,
O00796,C0213,2023-02-15,웹,카드,SPRING
O00797,C0003,2023-12-08,제휴몰,계좌이체,
O00798,C0071,2023-02-28,앱,계좌이체,
O00799,C0339,2023-01-17,웹,카드,
O00800,C0351,2023-04-25,웹,카드,
O00801,C0165,2023-04-04,앱,계좌이체,VIP
O00802,C0083,2023-02-05,웹,카드,
O00803,C0072,2023-03-17,웹,간편결제,
O00804,C0020,2023-09-15,웹,간편결제,WELCOME
O00805,C0160,2023-04-20,앱,계좌이체,
O00806,C0174,2023-04-10,웹,간편결제,
O00807,C0272,2023-05-11,앱,간편결제,
O00808,C0320,2023-01-12,웹,카드,WELCOME
O00809,C0193,2023-12-07,웹,카드,
O00810,C0163,2023-06-19,앱,간편결제,
O00811,C0145,2023-12-25,웹,계좌이체,WELCOME
O00812,C0250,2023-05-20,제휴몰,간편결제,
O00813,C0270,2023-05-22,앱,간편결제,
O00814,C0192,2023-04-23,웹,간편결제,
O00815,C0327,2023-08-19,앱,카드,WELCOME
O00816,C0060,2023-12-19,앱,카드,
O00817,C0381,2023-06-02,앱,간편결제,SPRING
O00818,C0367,2023-06-07,앱,카드,
O00819,C0371,2023-05-22,웹,간편결제,SPRING
O00820,C0193,2023-11-12,웹,카드,WELCOME
O00821,C0080,2023-08-27,웹,간편결제,
O00822,C0114,2023-02-21,웹,카드,
O00823,C0230,2023-06-03,앱,간편결제,
O00824,C0096,2023-08-28,웹,카드,
O00825,C0361,2023-01-23,웹,카드,
O00826,C0062,2023-03-01,웹,간편결제,SPRING
O00827,C0241,2023-02-13,앱,카드,
O00828,C0389,2023-11-25,앱,카드,
O00829,C0330,2023-02-22,앱,카드,WELCOME
O00830,C0323,2023-06-15,앱,계좌이체,SPRING
O00831,C0126,2023-03-03,웹,간편결제,
O00832,C0008,2023-03-15,앱,카드,
O00833,C0058,2023-08-25,웹,계좌이체,
O00834,C0017,2023-10-15,앱,카드,
O00835,C0392,2023-11-01,앱,간편결제,WELCOME
O00836,C0170,2023-10-04,웹,계좌이체,
O00837,C0392,2023-02-04,웹,계좌이체,
O00838,C0117,2023-10-05,웹,간편결제,
O00839,C0191,2023-06-01,앱,계좌이체,
O00840,C0086,2023-05-16,앱,카드,
O00841,C0083,2023-02-27,앱,계좌이체,
O00842,C0231,2023-03-27,웹,카드,WELCOME
O00843,C0366,2023-01-06,앱,카드,
O00844,C0346,2023-02-06,웹,간편결제,
O00845,C0352,2023-09-16,앱,계좌이체,WELCOME
O00846,C0075,2023-03-19,웹,간편결제,
O00847,C0208,2023-03-10,웹,계좌이체,
O00848,C0131,2023-09-25,앱,카드,
O00849,C0027,2023-05-28,웹,카드,
O00850,C0195,2023-09-28,앱,계좌이체,SPRING
O00851,C0213,2023-10-23,웹,간편결제,VIP
O00852,C0255,2023-05-06,웹,카드,
O00853,C0236,2023-12-14,웹,카드,
O00854,C0010,2023-11-18,앱,간편결제,
O00855,C0257,2023-09-24,웹,계좌이체,
O00856,C0111,2023-11-04,웹,간편결제,
O00857,C0253,2023-08-02,앱,간편결제,
O00858,C0036,2023-05-14,웹,카드,WELCOME
O00859,C0113,2023-06-16,앱,계좌이체,WELCOME
O00860,C0395,2023-12-02,웹,간편결제,WELCOME
O00861,C0291,2023-12-24,웹,간편결제,
O00862,C0256,2023-05-03,앱,계좌이체,VIP
O00863,C0145,2023-06-01,웹,간편결제,WELCOME
O00864,C0397,2023-12-12,웹,간편결제,
O00865,C0139,2023-09-08,앱,계좌이체,
O00866,C0335,2023-06-14,웹,계좌이체,
O00867,C0181,2023-06-20,웹,간편결제,VIP
O00868,C0226,2023-10-16,웹,계좌이체,
O00869,C0107,2023-09-26,앱,간편결제,
O00870,C0166,2023-04-28,웹,계좌이체,
O00871,C0123,2023-11-28,웹,계좌이체,
O00872,C0226,2023-08-06,앱,간편결제,
O00873,C0109,2023-03-17,웹,카드,
O00874,C0220,2023-05-04,웹,카드,
O00875,C0112,2023-12-05,앱,카드,
O00876,C0232,2023-08-12,제휴몰,카드,
O00877,C0055,2023-08-03,웹,계좌이체,
O00878,C0253,2023-11-23,웹,간편결제,VIP
O00879,C0294,2023-10-22,제휴몰,계좌이체,
O00880,C0266,2023-12-16,웹,계좌이체,
O00881,C0294,2023-12-01,웹,카드,VIP
O00882,C0181,2023-03-20,웹,카드,WELCOME
O00883,C0204,2023-11-03,앱,카드,
O00884,C0261,2023-04-02,제휴몰,카드,SPRING
O00885,C0064,2023-01-09,앱,계좌이체,WELCOME
O00886,C0169,2023-04-05,웹,카드,
O00887,C0083,2023-10-10,앱,간편결제,
O00888,C0114,2023-04-15,웹,카드,
O00889,C0243,2023-12-04,제휴몰,계좌이체,
O00890,C0306,2023-06-20,앱,카드,
O00891,C0209,2023-03-27,웹,계좌이체,
O00892,C0085,2023-04-20,웹,간편결제,WELCOME
O00893,C0118,2023-08-28,웹,카드,WELCOME
O00894,C0041,2023-09-19,앱,카드,VIP
O00895,C0258,2023-06-13,앱,카드,
O00896,C0026,2023-11-20,앱,카드,WELCOME
O00897,C0111,2023-11-06,앱,간편결제,
O00898,C0256,2023-11-01,앱,간편결제,
O00899,C0190,2023-01-04,웹,계좌이체,WELCOME
O00900,C0374,2023-03-12,앱,계좌이체,
O00901,C0282,2023-09-27,웹,카드,
O00902,C0358,2023-03-03,제휴몰,간편결제,VIP
O00903,C0163,2023-06-08,제휴몰,계좌이체,
O00904,C0333,2023-08-07,웹,간편결제,WELCOME
O00905,C0363,2023-12-07,앱,카드,WELCOME
O00906,C0044,2023-10-27,앱,간편결제,
O00907,C0214,2023-09-23,앱,카드,
O00908,C0323,2023-03-06,웹,계좌이체,
O00909,C0052,2023-09-23,웹,간편결제,
O00910,C0275,2023-08-09,웹,간편결제,SPRING
O00911,C0090,2023-12-05,제휴몰,카드,WELCOME
O00912,C0001,2023-01-09,앱,계좌이체,WELCOME
O00913,C0249,2023-09-04,앱,간편결제,
O00914,C0239,2023-03-02,앱,간편결제,
O00915,C0009,2023-05-20,웹,계좌이체,
O00916,C0315,2023-10-08,앱,계좌이체,
O00917,C0392,2023-06-20,앱,간편결제,
O00918,C0332,2023-04-18,제휴몰,카드,WELCOME
O00919,C0291,2023-11-19,앱,간편결제,
O00920,C0113,2023-08-11,앱,카드,SPRING
O00921,C0055,2023-01-17,웹,간편결제,
O00922,C0114,2023-04-17,제휴몰,계좌이체,
O00923,C0161,2023-11-24,웹,계좌이체,
O00924,C0062,2023-06-24,앱,간편결제,
O00925,C0276,2023-06-24,앱,카드,
O00926,C0209,2023-09-07,앱,계좌이체,VIP
O00927,C0035,2023-04-07,웹,간편결제,WELCOME
O00928,C0089,2023-05-14,웹,카드,
O00929,C0123,2023-05-25,앱,간편결제,
O00930,C0072,2023-03-05,앱,계좌이체,
O00931,C0348,2023-03-22,웹,계좌이체,
O00932,C0335,2023-04-14,앱,카드,
O00933,C0224,2023-08-06,웹,계좌이체,
O00934,C0165,2023-05-08,앱,계좌이체,
O00935,C0251,2023-01-16,웹,계좌이체,
O00936,C0278,2023-02-23,웹,카드,
O00937,C0042,2023-05-25,앱,계좌이체,VIP
O00938,C0107,2023-04-14,앱,간편결제,
O00939,C0163,2023-02-16,앱,카드,
O00940,C0009,2023-05-24,웹,간편결제,
O00941,C0226,2023-02-21,앱,계좌이체,
O00942,C0109,2023-11-18,제휴몰,계좌이체,VIP
O00943,C0383,2023-03-01,웹,간편결제,
O00944,C0322,2023-01-14,앱,계좌이체,
O00945,C0207,2023-09-19,웹,간편결제,
O00946,C0097,2023-08-07,웹,계좌이체,
O00947,C0314,2023-08-28,앱,계좌이체,
O00948,C0089,2023-09-02,웹,카드,
O00949,C0163,2023-01-20,앱,간편결제,SPRING
O00950,C0129,2023-06-06,앱,계좌이체,
O00951,C0302,2023-04-08,웹,카드,
O00952,C0308,2023-09-02,제휴몰,간편결제,WELCOME
O00953,C0138,2023-10-28,앱,간편결제,
O00954,C0218,2023-08-16,웹,계좌이체,WELCOME
O00955,C0183,2023-09-18,앱,계좌이체,SPRING
O00956,C0330,2023-03-02,웹,간편결제,
O00957,C0052,2023-10-17,앱,간편결제,WELCOME
O00958,C0213,2023-03-26,웹,계좌이체,
O00959,C0341,2023-11-28,제휴몰,카드,
O00960,C0132,2023-03-05,제휴몰,간편결제,
O00961,C0083,2023-01-16,웹,계좌이체,
O00962,C0247,2023-04-04,앱,계좌이체,
O00963,C0236,2023-12-28,앱,간편결제,
O00964,C0377,2023-03-27,앱,간편결제,
O00965,C0124,2023-08-01,앱,간편결제,WELCOME
O00966,C0170,2023-06-18,웹,카드,
O00967,C0045,2023-04-15,웹,계좌이체,WELCOME
O00968,C0155,2023-08-05,웹,계좌이체,
O00969,C0391,2023-10-06,앱,간편결제,
O00970,C0228,2023-12-13,앱,간편결제,
O00971,C0069,2023-04-16,웹,카드,
O00972,C0028,2023-08-19,웹,카드,
O00973,C0142,2023-09-01,제휴몰,카드,VIP
O00974,C0312,2023-06-02,웹,카드,
O00975,C0277,2023-08-08,웹,간편결제,VIP
O00976,C0357,2023-02-11,앱,계좌이체,
O00977,C0190,2023-06-24,웹,계좌이체,
O00978,C0394,2023-06-03,웹,카드,
O00979,C0061,2023-08-03,제휴몰,계좌이체,
O00980,C0343,2023-11-10,웹,카드,
O00981,C0399,2023-10-24,앱,계좌이체,SPRING
O00982,C0053,2023-12-11,웹,계좌이체,
O00983,C0352,2023-12-18,앱,간편결제,
O00984,C0088,2023-06-17,웹,계좌이체,
O00985,C0032,2023-09-10,웹,간편결제,
O00986,C0179,2023-05-03,앱,계좌이체,
O00987,C0008,2023-12-19,웹,간편결제,
O00988,C0023,2023-04-23,제휴몰,카드,
O00989,C0024,2023-10-14,앱,카드,
O00990,C0046,2023-12-25,웹,카드,
O00991,C0038,2023-09-07,웹,계좌이체,
O00992,C0397,2023-09-26,앱,카드,
O00993,C0079,2023-04-25,앱,카드,VIP
O00994,C0230,2023-10-12,웹,카드,
O00995,C0031,2023-05-03,제휴몰,계좌이체,
O00996,C0118,2023-09-28,웹,간편결제,
O00997,C0201,2023-10-03,앱,계좌이체,VIP
O00998,C0143,2023-10-28,앱,간편결제,
O00999,C0246,2023-11-27,웹,계좌이체,
O01000,C0148,2023-04-08,웹,계좌이체,
O01001,C0152,2023-08-09,웹,계좌이체,
O01002,C0346,2023-04-12,앱,카드,VIP
O01003,C0039,2023-11-20,앱,계좌이체,
O01004,C0095,2023-09-05,웹,계좌이체,
O01005,C0079,2023-04-22,웹,카드,
O01006,C0241,2023-03-26,앱,간편결제,
O01007,C0055,2023-02-03,앱,간편결제,
O01008,C0372,2023-09-22,웹,계좌이체,
O01009,C0325,2023-05-09,웹,카드,
O01010,C0176,2023-12-06,웹,간편결제,
O01011,C0098,2023-04-05,앱,카드,
O01012,C0396,2023-08-11,웹,계좌이체,
O01013,C0337,2023-03-02,앱,계좌이체,
O01014,C0284,2023-09-10,앱,카드,
O01015,C0092,2023-10-09,앱,간편결제,SPRING
O01016,C0266,2023-04-25,제휴몰,계좌이체,WELCOME
O01017,C0237,2023-12-27,웹,간편결제,
O01018,C0271,2023-09-04,웹,카드,
O01019,C0198,2023-01-22,앱,간편결제,SPRING
O01020,C0346,2023-06-04,웹,간편결제,
O01021,C0010,2023-10-21,앱,계좌이체,
O01022,C0099,2023-11-21,웹,카드,
O01023,C0315,2023-12-14,앱,계좌이체,SPRING
O01024,C0223,2023-03-28,앱,카드,
O01025,C0132,2023-12-22,웹,계좌이체,
O01026,C0243,2023-06-20,앱,계좌이체,WELCOME
O01027,C0376,2023-08-22,웹,간편결제,
O01028,C0110,2023-08-03,앱,계좌이체,WELCOME
O01029,C0152,2023-04-10,앱,카드,WELCOME
O01030,C0121,2023-10-18,웹,카드,WELCOME
O01031,C0354,2023-01-26,웹,간편결제,
O01032,C0290,2023-02-08,앱,계좌이체,
O01033,C0046,2023-05-25,앱,계좌이체,
O01034,C0342,2023-10-05,웹,간편결제,
O01035,C0030,2023-02-18,앱,카드,
O01036,C0180,2023-05-25,앱,계좌이체,
O01037,C0135,2023-01-19,웹,카드,SPRING
O01038,C0178,2023-09-16,웹,카드,
O01039,C0379,2023-02-05,앱,카드,
O01040,C0324,2023-04-05,앱,카드,
O01041,C0179,2023-06-20,웹,간편결제,
O01042,C0290,2023-11-09,앱,계좌이체,
O01043,C0213,2023-03-06,웹,카드,
O01044,C0157,2023-02-15,앱,카드,
O01045,C0011,2023-01-01,웹,카드,
O01046,C0180,2023-10-24,앱,카드,WELCOME
O01047,C0393,2023-11-07,웹,간편결제,
O01048,C0096,2023-09-08,웹,카드,
O01049,C0191,2023-12-05,웹,카드,WELCOME
O01050,C0136,2023-10-28,웹,간편결제,WELCOME
O01051,C0348,2023-02-22,앱,카드,
O01052,C0291,2023-09-03,앱,카드,
O01053,C0328,2023-04-18,웹,카드,
O01054,C0203,2023-08-19,웹,계좌이체,
O01055,C0391,2023-06-24,앱,계좌이체,WELCOME
O01056,C0289,2023-09-26,앱,간편결제,
O01057,C0321,2023-05-17,앱,간편결제,
O01058,C0147,2023-03-03,앱,카드,WELCOME
O01059,C0362,2023-02-12,웹,계좌이체,
O01060,C0147,2023-01-02,웹,간편결제,
O01061,C0392,2023-04-26,웹,카드,
O01062,C0267,2023-09-28,웹,카드,WELCOME
O01063,C0202,2023-05-02,웹,카드,
O01064,C0040,2023-05-05,앱,계좌이체,SPRING
O01065,C0131,2023-12-11,앱,계좌이체,
O01066,C0115,2023-04-28,웹,간편결제,
O01067,C0075,2023-10-05,웹,카드,WELCOME
O01068,C0010,2023-09-22,앱,카드,
O01069,C0011,2023-08-09,웹,간편결제,WELCOME
O01070,C0163,2023-01-15,웹,간편결제,
O01071,C0325,2023-09-15,앱,계좌이체,
O01072,C0031,2023-06-14,앱,카드,SPRING
O01073,C0082,2023-05-24,웹,계좌이체,
O01074,C0153,2023-09-08,웹,카드,
O01075,C0321,2023-12-16,제휴몰,카드,
O01076,C0196,2023-06-26,앱,카드,
O01077,C0252,2023-04-11,웹,계좌이체,
O01078,C0357,2023-08-24,앱,간편결제,
O01079,C0244,2023-09-25,웹,계좌이체,
O01080,C0264,2023-10-25,앱,계좌이체,
O01081,C0014,2023-01-28,웹,계좌이체,
O01082,C0292,2023-08-13,앱,간편결제,
O01083,C0210,2023-04-18,웹,간편결제,WELCOME
O01084,C0352,2023-10-22,웹,간편결제,
O01085,C0324,2023-01-20,앱,카드,VIP
O01086,C0180,2023-11-27,앱,계좌이체,
O01087,C0182,2023-03-15,앱,계좌이체,
O01088,C0198,2023-01-06,제휴몰,계좌이체,VIP
O01089,C0139,2023-08-19,웹,카드,
O01090,C0215,2023-04-14,웹,카드,
O01091,C0200,2023-09-24,앱,카드,
O01092,C0036,2023-02-25,앱,간편결제,
O01093,C0267,2023-04-27,앱,간편결제,
O01094,C0167,2023-03-28,웹,카드,
O01095,C0271,2023-02-26,웹,카드,
O01096,C0337,2023-06-26,웹,카드,SPRING
O01097,C0074,2023-05-24,웹,간편결제,
O01098,C0028,2023-05-03,웹,간편결제,
O01099,C0271,2023-10-14,웹,간편결제,WELCOME
O01100,C0285,2023-10-09,앱,계좌이체,
O01101,C0040,2023-01-16,웹,계좌이체,WELCOME
O01102,C0016,2023-11-21,제휴몰,간편결제,
O01103,C0142,2023-10-01,웹,카드,SPRING
O01104,C0220,2023-11-22,웹,간편결제,
O01105,C0026,2023-12-11,앱,카드,
O01106,C0161,2023-04-17,앱,계좌이체,
O01107,C0244,2023-10-07,웹,간편결제,
O01108,C0304,2023-12-27,웹,계좌이체,
O01109,C0206,2023-05-05,웹,간편결제,WELCOME
O01110,C0396,2023-02-17,제휴몰,계좌이체,VIP
O01111,C0289,2023-09-21,앱,계좌이체,SPRING
O01112,C0079,2023-09-14,앱,카드,
