member_id,year_month,visit_count,pt_session_count,avg_stay_min
M0107,2024-09,7,0,66.8
M0107,2024-10,11,0,60.8
M0107,2024-11,11,0,63.5
M0107,2024-12,12,0,47.8
M0108,2024-01,8,0,86.1
M0108,2024-02,12,0,57.9
M0108,2024-03,9,0,63.0
M0108,2024-04,5,0,60.9
M0108,2024-05,8,0,49.6
M0108,2024-06,7,0,72.3
M0108,2024-07,7,0,52.6
M0108,2024-08,10,1,42.1
M0108,2024-09,10,4,55.6
M0108,2024-10,9,2,63.2
M0108,2024-11,11,1,41.2
M0108,2024-12,8,0,74.6
M0109,2024-09,5,0,31.7
M0109,2024-10,12,1,48.7
M0109,2024-11,13,5,66.7
M0109,2024-12,5,0,77.5
M0110,2024-03,11,0,50.0
M0110,2024-04,8,0,67.7
M0110,2024-05,7,0,45.5
M0110,2024-06,8,1,67.5
M0110,2024-07,8,0,59.6
M0110,2024-08,11,1,72.3
M0110,2024-09,11,0,60.5
M0110,2024-10,6,0,61.9
M0110,2024-11,11,0,81.6
M0110,2024-12,4,2,37.5
M0111,2024-01,7,3,66.3
M0111,2024-02,2,0,34.6
M0111,2024-03,4,0,79.0
M0112,2024-06,11,1,56.4
M0112,2024-07,12,0,78.6
M0112,2024-08,2,2,54.1
M0112,2024-09,3,1,78.1
M0113,2024-02,9,2,78.3
M0113,2024-03,10,1,85.8
M0113,2024-04,13,1,86.8
M0113,2024-05,7,0,103.6
M0113,2024-06,9,2,47.8
M0113,2024-07,13,1,71.5
M0113,2024-08,9,0,65.1
M0113,2024-09,7,4,61.4
M0113,2024-10,10,0,58.6
M0113,2024-11,6,0,66.6
M0113,2024-12,2,0,79.3
M0114,2024-03,10,0,33.1
M0114,2024-04,5,0,54.3
M0114,2024-05,11,0,44.5
M0114,2024-06,15,0,33.7
M0114,2024-07,14,0,63.6
M0114,2024-08,10,0,54.8
M0114,2024-09,7,0,66.8
M0114,2024-10,15,0,39.3
M0114,2024-11,10,0,73.5
M0114,2024-12,12,0,38.7
M0115,2024-03,11,0,72.3
M0115,2024-04,3,1,60.2
M0115,2024-05,4,0,53.8
M0115,2024-06,4,3,66.4
M0116,2024-03,9,3,77.4
M0116,2024-04,5,0,39.0
M0116,2024-05,7,0,58.1
M0116,2024-06,10,3,56.9
M0116,2024-07,7,0,61.3
M0116,2024-08,10,0,33.2
M0116,2024-09,9,0,54.1
M0116,2024-10,11,2,43.4
M0116,2024-11,6,0,57.6
M0116,2024-12,8,1,49.1
M0117,2024-03,13,0,42.0
M0117,2024-04,6,0,76.2
M0117,2024-05,14,1,49.0
M0117,2024-06,9,2,74.0
M0117,2024-07,6,0,74.2
M0117,2024-08,7,0,67.6
M0117,2024-09,8,3,59.8
M0117,2024-10,13,0,82.0
M0117,2024-11,14,3,65.7
M0117,2024-12,10,0,64.2
M0118,2024-05,10,1,62.8
M0118,2024-06,12,0,41.9
M0118,2024-07,3,2,60.2
M0118,2024-08,9,0,74.2
M0118,2024-09,11,0,73.7
M0118,2024-10,10,0,61.2
M0118,2024-11,11,2,43.9
M0118,2024-12,6,0,53.3
M0119,2024-10,11,0,91.5
M0119,2024-11,5,0,63.5
M0119,2024-12,6,0,86.3
M0120,2024-02,3,0,67.9
M0120,2024-03,5,0,47.2
M0120,2024-04,9,0,64.7
M0120,2024-05,11,2,55.2
M0120,2024-06,12,4,70.4
M0120,2024-07,7,0,62.4
M0120,2024-08,6,0,66.8
M0120,2024-09,8,0,78.0
M0120,2024-10,10,0,55.8
M0120,2024-11,12,1,39.5
M0120,2024-12,8,2,68.9
M0121,2024-03,12,0,63.4
M0121,2024-04,7,0,69.9
M0121,2024-05,9,0,36.7
M0121,2024-06,7,0,64.1
M0121,2024-07,10,0,66.9
M0121,2024-08,5,0,77.3
M0121,2024-09,13,0,48.1
M0121,2024-10,8,0,80.5
M0121,2024-11,9,1,59.4
M0121,2024-12,10,0,74.9
M0122,2024-03,5,2,58.1
M0122,2024-04,6,0,49.8
M0122,2024-05,8,0,63.9
M0122,2024-06,9,0,64.4
M0122,2024-07,9,0,75.5
M0122,2024-08,7,0,66.2
M0122,2024-09,4,3,57.7
M0122,2024-10,4,0,58.5
M0122,2024-11,7,0,39.9
M0122,2024-12,8,0,69.8
M0123,2024-05,8,0,65.9
M0123,2024-06,8,2,56.0
M0123,2024-07,8,0,76.5
M0123,2024-08,12,0,74.7
M0123,2024-09,12,0,51.6
M0123,2024-10,10,0,51.4
M0123,2024-11,12,2,66.7
M0123,2024-12,11,0,38.0
M0124,2024-02,10,0,33.1
M0124,2024-03,6,2,56.5
M0124,2024-04,6,0,66.4
M0124,2024-05,12,0,60.4
M0124,2024-06,11,0,82.5
M0124,2024-07,10,0,62.2
M0124,2024-08,11,0,24.8
M0124,2024-09,8,1,58.4
M0124,2024-10,9,0,85.1
M0124,2024-11,11,0,70.6
M0124,2024-12,12,3,73.4
M0125,2024-02,6,0,62.2
M0125,2024-03,5,0,66.6
M0125,2024-04,10,0,42.4
M0125,2024-05,3,0,43.4
M0125,2024-06,9,0,79.4
M0125,2024-07,8,2,79.5
M0125,2024-08,8,0,37.9
M0125,2024-09,6,0,77.3
M0125,2024-10,5,0,49.1
M0125,2024-11,11,0,42.0
M0125,2024-12,7,0,54.2
M0126,2024-08,8,0,52.1
M0126,2024-09,10,0,69.8
M0126,2024-10,9,0,75.5
M0126,2024-11,3,0,56.3
M0126,2024-12,4,2,63.3
M0127,2024-09,13,2,61.9
M0127,2024-10,7,0,54.9
M0127,2024-11,2,0,59.9
M0127,2024-12,1,0,57.0
M0128,2024-05,10,0,79.6
M0128,2024-06,12,1,74.7
M0128,2024-07,8,0,68.1
M0128,2024-08,6,0,66.9
M0128,2024-09,11,0,75.7
M0128,2024-10,3,0,33.5
M0128,2024-11,2,0,46.9
M0129,2024-04,11,0,57.8
M0129,2024-05,6,0,56.8
M0129,2024-06,7,3,55.8
M0129,2024-07,3,1,69.3
M0129,2024-08,5,0,78.0
M0129,2024-09,10,0,94.5
M0129,2024-10,8,0,45.1
M0129,2024-11,13,0,57.2
M0129,2024-12,8,2,74.8
M0130,2024-08,7,0,42.3
M0130,2024-09,11,0,54.4
M0130,2024-10,9,3,47.4
M0130,2024-11,6,0,61.2
M0130,2024-12,12,1,73.2
M0131,2024-07,8,0,54.1
M0131,2024-08,11,0,49.4
M0131,2024-09,10,0,66.8
M0131,2024-10,13,0,48.9
M0131,2024-11,11,0,55.7
M0131,2024-12,11,1,70.2
M0132,2024-08,13,4,70.5
M0132,2024-09,8,1,40.6
M0132,2024-10,10,0,55.2
M0132,2024-11,7,0,52.8
M0132,2024-12,8,0,62.2
M0133,2024-02,10,0,51.8
M0133,2024-03,14,0,71.0
M0133,2024-04,8,0,46.0
M0133,2024-05,10,0,52.5
M0133,2024-06,9,0,49.7
M0133,2024-07,13,0,56.4
M0133,2024-08,9,0,96.7
M0133,2024-09,4,0,62.9
M0133,2024-10,12,1,15.8
M0133,2024-11,9,0,29.6
M0133,2024-12,8,0,31.5
M0134,2024-01,9,2,83.7
M0134,2024-02,13,0,47.4
M0134,2024-03,11,3,82.2
M0134,2024-04,5,0,41.5
M0134,2024-05,6,0,65.1
M0134,2024-06,12,0,88.0
M0134,2024-07,8,0,44.0
M0134,2024-08,10,0,64.8
M0134,2024-09,7,0,55.3
M0134,2024-10,9,0,60.5
M0134,2024-11,5,0,61.6
M0134,2024-12,10,1,40.3
M0135,2024-03,9,0,50.7
M0135,2024-04,8,0,85.1
M0135,2024-05,11,0,61.4
M0135,2024-06,1,0,66.3
M0135,2024-07,4,0,85.9
M0136,2024-09,18,0,59.7
M0136,2024-10,8,0,42.8
M0136,2024-11,7,0,60.2
M0136,2024-12,8,1,58.4
M0137,2024-07,16,2,77.7
M0137,2024-08,13,0,86.8
M0137,2024-09,6,1,65.2
M0137,2024-10,13,0,44.3
M0137,2024-11,3,0,46.5
M0137,2024-12,10,0,53.2
M0138,2024-03,10,0,64.8
M0138,2024-04,3,0,47.9
M0138,2024-05,3,1,54.9
M0139,2024-05,4,0,71.8
M0139,2024-06,6,0,80.3
M0139,2024-07,8,0,46.9
M0139,2024-08,6,0,66.4
M0139,2024-09,14,0,85.2
M0139,2024-10,5,0,45.0
M0139,2024-11,8,1,31.7
M0139,2024-12,8,0,66.8
M0140,2024-03,9,2,70.0
M0140,2024-04,9,0,58.6
M0140,2024-05,9,0,48.3
M0140,2024-06,14,0,71.8
M0140,2024-07,10,2,62.9
M0140,2024-08,12,0,62.0
M0140,2024-09,10,2,67.7
M0140,2024-10,7,0,47.7
M0140,2024-11,12,2,66.0
M0140,2024-12,8,0,49.8
M0141,2024-01,13,0,75.0
M0141,2024-02,11,0,53.8
M0141,2024-03,9,0,35.0
M0141,2024-04,9,0,62.3
M0141,2024-05,7,0,69.4
M0141,2024-06,10,1,40.5
M0141,2024-07,4,0,82.6
M0141,2024-08,16,0,57.7
M0141,2024-09,7,0,70.6
M0141,2024-10,8,0,72.6
M0141,2024-11,12,0,39.1
M0141,2024-12,10,1,74.0
M0142,2024-06,6,1,53.3
M0142,2024-07,11,0,69.9
M0142,2024-08,15,0,62.0
M0142,2024-09,13,0,62.8
M0142,2024-10,7,0,59.2
M0142,2024-11,4,0,70.8
M0142,2024-12,2,0,96.6
M0143,2024-01,15,0,29.8
M0143,2024-02,10,0,80.4
M0143,2024-03,15,0,86.8
M0143,2024-04,7,0,72.4
M0143,2024-05,10,0,66.0
M0143,2024-06,9,2,78.0
M0143,2024-07,7,0,69.8
M0143,2024-08,9,0,67.1
M0143,2024-09,1,0,57.9
M0143,2024-10,3,2,55.7
M0144,2024-02,8,0,56.5
M0144,2024-03,12,4,40.6
M0144,2024-04,10,0,58.8
M0144,2024-05,7,0,63.9
M0144,2024-06,10,0,47.5
M0144,2024-07,9,0,87.6
M0144,2024-08,7,0,46.2
M0144,2024-09,9,0,70.5
M0144,2024-10,9,2,94.0
M0144,2024-11,12,0,75.6
M0144,2024-12,8,0,66.4
M0145,2024-07,7,0,75.4
M0145,2024-08,6,0,72.7
M0145,2024-09,8,2,64.5
M0145,2024-10,16,0,57.5
M0145,2024-11,2,0,82.5
M0145,2024-12,0,0,0.0
M0146,2024-03,14,0,73.7
M0146,2024-04,8,0,51.7
M0146,2024-05,10,0,44.9
M0146,2024-06,10,0,67.7
M0146,2024-07,8,0,73.3
M0146,2024-08,4,1,47.4
M0146,2024-09,4,0,79.5
M0146,2024-10,2,0,62.9
M0147,2024-03,16,0,62.5
M0147,2024-04,8,0,85.1
M0147,2024-05,6,1,42.6
M0147,2024-06,13,0,63.6
M0147,2024-07,12,0,54.3
M0147,2024-08,6,0,56.5
M0147,2024-09,6,0,70.0
M0147,2024-10,9,1,75.4
M0147,2024-11,7,1,70.8
M0147,2024-12,8,2,59.2
M0148,2024-07,12,0,81.9
M0148,2024-08,10,0,50.9
M0148,2024-09,6,0,54.2
M0148,2024-10,17,0,68.2
M0148,2024-11,9,0,47.6
M0148,2024-12,8,0,65.9
M0149,2024-04,9,3,66.5
M0149,2024-05,10,1,60.7
M0149,2024-06,4,0,65.4
M0149,2024-07,11,0,63.1
M0149,2024-08,15,1,50.6
M0149,2024-09,10,0,64.5
M0149,2024-10,13,0,62.9
M0149,2024-11,11,3,59.5
M0149,2024-12,7,0,41.6
M0150,2024-06,9,1,68.0
M0150,2024-07,7,1,52.3
M0150,2024-08,16,0,45.9
M0150,2024-09,4,0,68.7
M0150,2024-10,4,1,53.7
M0151,2024-02,10,2,49.5
M0151,2024-03,7,0,67.2
M0151,2024-04,10,0,76.6
M0151,2024-05,7,3,57.2
M0151,2024-06,6,0,64.2
M0151,2024-07,8,3,60.7
M0151,2024-08,11,0,67.4
M0151,2024-09,6,0,53.9
M0151,2024-10,3,0,81.4
M0151,2024-11,12,1,33.3
M0151,2024-12,10,0,64.3
M0152,2024-01,14,0,60.9
M0152,2024-02,8,0,35.4
M0152,2024-03,8,2,43.7
M0152,2024-04,11,0,66.8
M0152,2024-05,1,0,63.2
M0152,2024-06,3,0,66.5
M0153,2024-03,5,0,60.2
M0153,2024-04,9,1,53.8
M0153,2024-05,7,0,74.3
M0153,2024-06,7,0,61.7
M0153,2024-07,2,0,37.9
M0153,2024-08,2,3,75.3
M0154,2024-05,5,1,68.3
M0154,2024-06,14,0,60.0
M0154,2024-07,10,0,57.2
M0154,2024-08,8,0,59.1
M0154,2024-09,10,0,86.3
M0154,2024-10,3,0,62.7
M0154,2024-11,2,0,43.1
M0155,2024-08,3,0,36.0
M0155,2024-09,8,0,75.9
M0155,2024-10,8,0,87.1
M0155,2024-11,9,0,44.2
M0155,2024-12,9,2,55.8
M0156,2024-02,7,0,59.5
M0156,2024-03,6,2,56.2
M0156,2024-04,6,0,50.8
M0156,2024-05,12,2,57.4
M0156,2024-06,10,3,57.9
M0156,2024-07,1,0,78.2
M0156,2024-08,2,0,86.6
M0157,2024-01,13,2,82.6
M0157,2024-02,10,0,61.8
M0157,2024-03,9,0,57.8
M0157,2024-04,9,0,64.4
M0157,2024-05,8,0,58.1
M0157,2024-06,3,0,62.5
M0157,2024-07,3,0,38.3
M0157,2024-08,9,0,72.5
M0157,2024-09,7,0,46.1
M0157,2024-10,10,0,61.0
M0157,2024-11,7,0,69.2
M0157,2024-12,6,0,60.8
M0158,2024-08,10,1,46.0
M0158,2024-09,6,0,38.9
M0158,2024-10,10,0,42.2
M0158,2024-11,9,0,33.0
M0158,2024-12,14,1,44.6
M0159,2024-07,8,0,50.3
M0159,2024-08,6,0,64.9
M0159,2024-09,11,3,66.7
M0159,2024-10,12,0,62.9
M0159,2024-11,2,0,51.2
M0159,2024-12,2,0,47.3
M0160,2024-04,12,0,61.4
M0160,2024-05,6,0,51.6
M0160,2024-06,10,0,71.2
M0160,2024-07,10,0,58.1
M0160,2024-08,9,0,47.1
M0160,2024-09,9,3,78.0
M0160,2024-10,6,0,73.5
M0160,2024-11,7,2,74.2
M0160,2024-12,7,0,56.0
M0161,2024-07,11,0,78.6
M0161,2024-08,7,0,71.8
M0161,2024-09,9,0,59.5
M0161,2024-10,1,0,64.5
M0161,2024-11,3,0,83.1
M0162,2024-05,8,0,60.8
M0162,2024-06,7,0,60.2
M0162,2024-07,9,0,61.8
M0162,2024-08,15,1,65.0
M0162,2024-09,6,2,71.2
M0162,2024-10,13,0,71.1
M0162,2024-11,5,1,73.4
M0162,2024-12,8,0,40.9
M0163,2024-01,9,0,45.9
M0163,2024-02,10,2,35.8
M0163,2024-03,8,0,45.9
M0163,2024-04,6,0,73.0
M0163,2024-05,8,0,63.4
M0163,2024-06,8,0,55.5
M0163,2024-07,7,0,45.2
M0163,2024-08,10,1,68.9
M0163,2024-09,10,0,48.2
M0163,2024-10,8,0,53.2
M0163,2024-11,7,0,52.6
M0163,2024-12,7,0,58.5
M0164,2024-01,11,1,67.7
M0164,2024-02,10,3,42.0
M0164,2024-03,11,0,70.4
M0164,2024-04,6,0,64.3
M0164,2024-05,2,0,50.7
M0164,2024-06,7,1,84.9
M0164,2024-07,8,0,59.1
M0164,2024-08,9,1,58.5
M0164,2024-09,6,0,63.2
M0164,2024-10,7,0,62.5
M0164,2024-11,11,0,62.9
M0164,2024-12,3,2,67.4
M0165,2024-07,8,0,61.8
M0165,2024-08,11,0,69.1
M0165,2024-09,13,0,58.3
M0165,2024-10,11,0,49.5
M0165,2024-11,8,0,60.8
M0165,2024-12,10,0,84.7
M0166,2024-04,7,0,62.2
M0166,2024-05,8,1,65.5
M0166,2024-06,7,3,41.8
M0166,2024-07,3,0,55.2
M0166,2024-08,2,0,50.6
M0167,2024-05,7,0,63.5
M0167,2024-06,8,0,56.9
M0167,2024-07,12,1,49.5
M0167,2024-08,10,0,78.5
M0167,2024-09,12,0,47.2
M0167,2024-10,12,1,64.3
M0167,2024-11,9,0,65.8
M0167,2024-12,7,1,64.0
M0168,2024-02,2,1,79.5
M0168,2024-03,12,0,54.4
M0168,2024-04,6,1,75.2
M0168,2024-05,6,0,73.7
M0168,2024-06,2,1,49.8
M0168,2024-07,3,0,66.8
M0169,2024-10,4,0,76.1
M0169,2024-11,12,0,53.3
M0169,2024-12,4,0,74.5
M0170,2024-01,9,0,67.4
M0170,2024-02,10,0,53.5
M0170,2024-03,16,1,65.2
M0170,2024-04,6,0,50.0
M0170,2024-05,6,0,51.2
M0170,2024-06,6,2,67.4
M0170,2024-07,9,0,54.6
M0170,2024-08,9,0,54.3
M0170,2024-09,5,0,88.0
M0170,2024-10,5,0,84.7
M0170,2024-11,10,0,50.2
M0170,2024-12,11,0,47.0
M0171,2024-01,13,0,46.2
M0171,2024-02,6,0,59.2
M0171,2024-03,8,0,55.4
M0171,2024-04,11,0,56.2
M0171,2024-05,10,1,61.3
M0171,2024-06,6,0,79.6
M0171,2024-07,11,2,66.5
M0171,2024-08,11,2,57.1
M0171,2024-09,12,0,53.0
M0171,2024-10,9,0,54.8
M0171,2024-11,7,0,62.5
M0171,2024-12,15,0,73.9
M0172,2024-03,11,0,67.6
M0172,2024-04,14,2,92.0
M0172,2024-05,10,0,77.3
M0172,2024-06,13,0,78.6
M0172,2024-07,11,1,49.8
M0172,2024-08,12,0,62.9
M0172,2024-09,6,0,35.9
M0172,2024-10,11,0,103.5
M0172,2024-11,8,1,52.5
M0172,2024-12,5,3,82.8
M0173,2024-08,8,1,62.2
M0173,2024-09,13,0,52.5
M0173,2024-10,11,0,60.4
M0173,2024-11,7,3,50.8
M0173,2024-12,5,0,75.9
M0174,2024-01,12,0,58.1
M0174,2024-02,17,0,77.8
M0174,2024-03,11,0,23.1
M0174,2024-04,8,0,98.0
M0174,2024-05,13,0,59.6
M0174,2024-06,13,1,61.6
M0174,2024-07,10,0,67.3
M0174,2024-08,8,0,49.0
M0174,2024-09,18,1,48.3
M0174,2024-10,5,1,56.9
M0174,2024-11,6,0,46.2
M0174,2024-12,9,0,68.5
M0175,2024-01,12,0,65.3
M0175,2024-02,5,3,54.7
M0175,2024-03,12,0,91.9
M0175,2024-04,9,0,76.1
M0175,2024-05,8,0,59.1
M0175,2024-06,3,1,66.9
M0175,2024-07,11,0,80.8
M0175,2024-08,8,0,69.3
M0175,2024-09,5,1,51.8
M0175,2024-10,4,0,58.6
M0175,2024-11,7,0,69.4
M0175,2024-12,9,0,39.0
M0176,2024-01,11,1,52.1
M0176,2024-02,8,1,44.6
M0176,2024-03,11,0,54.7
M0176,2024-04,16,0,57.1
M0176,2024-05,3,0,66.1
M0176,2024-06,3,0,70.6
M0177,2024-02,12,0,109.0
M0177,2024-03,8,0,65.4
M0177,2024-04,12,1,59.4
M0177,2024-05,3,0,82.3
M0177,2024-06,1,0,54.6
M0178,2024-05,8,0,69.8
M0178,2024-06,6,0,54.6
M0178,2024-07,10,0,66.2
M0178,2024-08,17,0,54.2
M0178,2024-09,7,0,42.1
M0178,2024-10,8,0,73.9
M0178,2024-11,3,0,61.3
M0178,2024-12,2,0,57.0
M0179,2024-09,9,0,65.6
M0179,2024-10,9,0,60.9
M0179,2024-11,7,0,47.8
M0179,2024-12,7,0,38.6
M0180,2024-07,7,0,39.8
M0180,2024-08,7,0,73.9
M0180,2024-09,6,0,74.9
M0180,2024-10,6,0,61.9
M0180,2024-11,12,0,47.4
M0180,2024-12,8,0,82.9
M0181,2024-08,8,0,69.8
M0181,2024-09,7,0,62.9
M0181,2024-10,7,0,54.4
M0181,2024-11,12,1,59.3
M0181,2024-12,6,0,72.9
M0182,2024-07,9,0,79.5
M0182,2024-08,6,0,67.7
M0182,2024-09,9,2,60.8
M0182,2024-10,10,0,23.9
M0182,2024-11,2,0,91.0
M0182,2024-12,2,0,65.1
M0183,2024-01,6,0,41.3
M0183,2024-02,10,0,62.7
M0183,2024-03,9,1,65.8
M0183,2024-04,8,1,59.4
M0183,2024-05,8,0,52.5
M0183,2024-06,11,1,57.9
M0183,2024-07,3,3,53.0
M0183,2024-08,3,0,45.3
M0184,2024-05,8,0,46.4
M0184,2024-06,14,0,52.4
M0184,2024-07,10,0,72.7
M0184,2024-08,4,0,59.8
M0184,2024-09,3,0,79.2
M0184,2024-10,2,0,59.2
M0185,2024-02,10,4,41.4
M0185,2024-03,7,0,32.5
M0185,2024-04,12,0,57.0
M0185,2024-05,12,1,53.4
M0185,2024-06,12,0,57.3
M0185,2024-07,13,0,78.0
M0185,2024-08,14,0,56.8
M0185,2024-09,14,0,68.3
M0185,2024-10,15,1,67.0
M0185,2024-11,7,1,76.9
M0185,2024-12,14,0,58.7
M0186,2024-07,7,2,51.7
M0186,2024-08,5,0,63.7
M0186,2024-09,15,1,75.9
M0186,2024-10,2,0,58.1
M0186,2024-11,3,0,64.3
M0187,2024-03,10,0,81.3
M0187,2024-04,14,0,56.6
M0187,2024-05,3,0,52.2
M0187,2024-06,5,2,95.8
M0187,2024-07,7,1,56.2
M0187,2024-08,10,0,55.9
M0187,2024-09,11,0,99.7
M0187,2024-10,10,0,88.8
M0187,2024-11,4,0,44.2
M0187,2024-12,8,1,55.8
M0188,2024-06,10,2,52.1
M0188,2024-07,12,0,54.3
M0188,2024-08,14,2,52.4
M0188,2024-09,10,0,51.0
M0188,2024-10,7,0,74.9
M0188,2024-11,6,2,81.9
M0188,2024-12,7,0,51.6
M0189,2024-02,7,0,47.8
M0189,2024-03,9,0,46.8
M0189,2024-04,15,0,89.8
M0189,2024-05,8,0,68.5
M0189,2024-06,9,1,69.6
M0189,2024-07,6,0,56.0
M0189,2024-08,9,0,94.2
M0189,2024-09,9,0,34.1
M0189,2024-10,4,0,60.0
M0189,2024-11,3,0,26.6
M0190,2024-09,10,0,61.9
M0190,2024-10,16,0,40.2
M0190,2024-11,12,2,82.2
M0190,2024-12,7,0,76.7
M0191,2024-10,6,0,47.7
M0191,2024-11,10,0,79.4
M0191,2024-12,9,2,54.9
M0192,2024-01,8,0,56.3
M0192,2024-02,9,0,80.6
M0192,2024-03,7,0,75.3
M0192,2024-04,8,0,47.6
M0192,2024-05,3,0,98.1
M0192,2024-06,10,1,89.2
M0192,2024-07,5,0,51.7
M0192,2024-08,5,2,65.1
M0192,2024-09,9,0,62.7
M0192,2024-10,13,1,85.3
M0192,2024-11,14,4,49.1
M0192,2024-12,11,0,90.1
M0193,2024-07,8,2,60.1
M0193,2024-08,10,0,51.1
M0193,2024-09,2,2,55.3
M0193,2024-10,2,0,83.0
M0194,2024-04,8,0,52.2
M0194,2024-05,7,0,105.3
M0194,2024-06,9,0,34.7
M0194,2024-07,7,1,72.5
M0194,2024-08,12,0,59.3
M0194,2024-09,14,1,87.5
M0194,2024-10,9,0,94.6
M0194,2024-11,8,1,66.2
M0194,2024-12,7,1,87.7
M0195,2024-03,9,0,59.8
M0195,2024-04,9,0,59.3
M0195,2024-05,14,0,70.8
M0195,2024-06,12,1,95.8
M0195,2024-07,10,0,49.1
M0195,2024-08,7,0,77.3
M0195,2024-09,13,0,61.4
M0195,2024-10,16,0,45.9
M0195,2024-11,6,0,42.9
M0195,2024-12,4,0,70.0
M0196,2024-07,14,0,41.8
M0196,2024-08,12,0,65.3
M0196,2024-09,8,1,57.8
M0196,2024-10,10,0,52.1
M0196,2024-11,8,4,30.9
M0196,2024-12,7,0,40.9
M0197,2024-09,11,2,68.8
M0197,2024-10,7,0,88.0
M0197,2024-11,11,0,67.0
M0197,2024-12,8,0,76.9
M0198,2024-06,9,1,58.3
M0198,2024-07,7,0,75.9
M0198,2024-08,6,0,70.1
M0198,2024-09,10,2,69.2
M0198,2024-10,8,0,59.4
M0198,2024-11,17,0,72.1
M0198,2024-12,9,0,62.5
M0199,2024-01,8,0,46.1
M0199,2024-02,5,0,63.0
M0199,2024-03,8,1,51.4
M0199,2024-04,11,0,70.6
M0199,2024-05,2,0,62.1
M0199,2024-06,4,1,64.0
M0200,2024-04,14,0,80.5
M0200,2024-05,8,0,47.8
M0200,2024-06,11,0,60.8
M0200,2024-07,9,1,57.9
M0200,2024-08,14,0,40.5
M0200,2024-09,15,1,85.6
M0200,2024-10,11,0,59.3
M0200,2024-11,11,0,64.7
M0200,2024-12,2,0,44.5
M0201,2024-01,8,0,65.4
M0201,2024-02,13,1,75.0
M0201,2024-03,12,0,66.9
M0201,2024-04,5,0,83.0
M0201,2024-05,11,0,39.6
M0201,2024-06,9,0,58.2
M0201,2024-07,6,0,55.7
M0201,2024-08,6,0,63.8
M0201,2024-09,9,1,70.5
M0201,2024-10,12,0,49.9
M0201,2024-11,12,0,85.2
M0201,2024-12,7,1,66.0
M0202,2024-03,7,2,77.4
M0202,2024-04,9,3,59.3
M0202,2024-05,7,0,61.8
M0202,2024-06,9,2,61.2
M0202,2024-07,8,1,55.7
M0202,2024-08,12,0,100.8
M0202,2024-09,12,0,63.0
M0202,2024-10,11,0,81.9
M0202,2024-11,5,1,58.0
M0202,2024-12,13,4,75.6
M0203,2024-01,11,1,47.1
M0203,2024-02,10,2,37.9
M0203,2024-03,9,0,70.5
M0203,2024-04,10,2,44.5
M0203,2024-05,7,1,65.2
M0203,2024-06,8,0,65.6
M0203,2024-07,11,2,78.3
M0203,2024-08,10,1,68.8
M0203,2024-09,7,0,86.1
M0203,2024-10,8,0,86.5
M0203,2024-11,14,0,56.8
M0203,2024-12,7,2,70.9
M0204,2024-03,9,0,61.7
M0204,2024-04,9,0,71.7
M0204,2024-05,2,0,44.8
M0204,2024-06,4,0,42.4
M0205,2024-09,8,2,62.5
M0205,2024-10,11,3,85.9
M0205,2024-11,12,0,50.5
M0205,2024-12,8,0,54.3
M0206,2024-06,9,0,52.1
M0206,2024-07,17,0,78.6
M0206,2024-08,6,0,58.9
M0206,2024-09,11,0,69.2
M0206,2024-10,12,0,78.7
M0206,2024-11,3,0,63.7
M0206,2024-12,3,1,56.7
M0207,2024-04,13,4,75.0
M0207,2024-05,4,1,79.4
M0207,2024-06,5,2,57.4
M0207,2024-07,6,2,32.1
M0207,2024-08,10,0,95.6
M0207,2024-09,10,1,70.5
M0207,2024-10,10,0,54.6
M0207,2024-11,10,0,60.7
M0207,2024-12,7,0,54.0
M0208,2024-07,4,0,46.3
M0208,2024-08,6,0,69.0
M0208,2024-09,8,2,72.2
M0208,2024-10,14,0,52.7
M0208,2024-11,7,0,86.1
M0208,2024-12,9,0,70.5
M0209,2024-08,11,0,51.8
M0209,2024-09,10,3,49.2
M0209,2024-10,8,0,58.9
M0209,2024-11,7,0,43.0
M0209,2024-12,5,0,83.0
M0210,2024-07,12,0,73.9
M0210,2024-08,10,0,93.9
M0210,2024-09,12,1,40.0
M0210,2024-10,11,0,79.6
M0210,2024-11,8,0,50.6
M0210,2024-12,8,1,79.1
M0211,2024-08,13,0,38.8
M0211,2024-09,8,0,37.2
M0211,2024-10,7,0,70.4
M0211,2024-11,8,0,52.7
M0211,2024-12,8,0,58.0
M0212,2024-01,12,0,50.9
M0212,2024-02,6,0,73.6
M0212,2024-03,12,1,69.5
M0212,2024-04,2,0,66.8
M0212,2024-05,3,0,66.1
M0213,2024-06,9,0,13.0
M0213,2024-07,13,0,79.5
M0213,2024-08,14,0,43.3
M0213,2024-09,11,0,72.1
M0213,2024-10,12,1,60.0
M0213,2024-11,1,0,50.5
M0213,2024-12,4,0,73.9
M0214,2024-02,12,0,83.9
M0214,2024-03,11,0,75.9
M0214,2024-04,10,0,60.8
M0214,2024-05,6,0,89.4
M0214,2024-06,12,0,36.4
M0214,2024-07,4,2,73.7
M0214,2024-08,10,0,72.5
M0214,2024-09,11,0,40.7
M0214,2024-10,12,0,59.6
M0214,2024-11,10,0,57.1
M0214,2024-12,8,0,63.4
M0215,2024-02,14,0,55.6
M0215,2024-03,8,1,63.8
M0215,2024-04,7,0,64.2
M0215,2024-05,7,0,76.4
M0215,2024-06,8,1,30.6
M0215,2024-07,12,0,91.5
M0215,2024-08,8,0,49.1
